Company,Product,TypeName,Inches,ScreenResolution,Ram,OpSys,Cpu Brand,Cpu Model,Cpu Rate,SSD,HDD,Flash Storage,Hybrid,Gpu Brand,Gpu Model,,Price_euros
Lenovo,IdeaPad 310-15ISK,Notebook,15.6,1366x768,8GB,Windows 10,Intel,Core i3 6006U,2.0GHz,0,1,0,0,Intel,HD Graphics 520,,459
HP,250 G4,Notebook,15.6,1366x768,4GB,No OS,Intel,Core i5 6200U,2.3GHz,0,500,0,0,Intel,HD Graphics 520,,476.99
Dell,Inspiron 7567,Gaming,15.6,4K Ultra HD 3840x2160,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,128,1,0,0,Nvidia,GTX 1050 Ti,,1498
Lenovo,ThinkPad T570,Notebook,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,0,0,Intel,HD Graphics 620,,1390
Lenovo,320-15ISK (i3-6006U/4GB/1TB/GeForce,Notebook,15.6,Full HD 1920x1080,4GB,Windows 10,Intel,Core i3 6006U,2GHz,0,1,0,0,Nvidia,GeForce 920MX ,,468
MSI,PL60 7RD,Gaming,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,0,1,0,0,Nvidia,GeForce GTX 1050,,839
HP,250 G5,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 6500U,2.5GHz,256,0,0,0,Intel,HD Graphics 520,,679
HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 8550U,1.8GHz,512,0,0,0,Intel,UHD Graphics 620,,1159
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/No,Notebook,15.6,1366x768,4GB,No OS,Intel,Core i5 6200U,2.3GHz,0,500,0,0,Intel,HD Graphics 520,,398
Lenovo,IdeaPad 510-15IKB,Notebook,15.6,Full HD 1920x1080,8GB,No OS,Intel,Core i7 7500U,2.7GHz,0,1,0,0,Nvidia,GeForce 940MX,,709
Asus,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),Notebook,14,Full HD 1920x1080,4GB,Windows 10,Intel,Core i3 7100U,2.4GHz,256,0,0,0,Intel,HD Graphics 620,,769
Lenovo,B51-80 (i7-6500U/4GB/1008GB/FHD/W7),Notebook,15.6,Full HD 1920x1080,4GB,Windows 7,Intel,Core i7 6500U,2.5GHz,0,0,0,10,Intel,HD Graphics 520,,825
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,IPS Panel Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 6700HQ,2.6GHz,512,0,0,0,Nvidia,GeForce GTX 960,,1305
MSI,GS60 Ghost,Gaming,15.6,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 6700HQ,2.6GHz,128,1,0,0,Nvidia,GeForce GTX 970M,,2153.37
HP,ProBook 450,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i3 6100U,2.3GHz,0,500,0,0,Intel,HD Graphics 520,,650
Lenovo,ThinkPad X1,2 in 1 Convertible,14,IPS Panel Touchscreen 2560x1440,8GB,Windows 10,Intel,Core i5 6200U,2.3GHz,256,0,0,0,Intel,HD Graphics 520,,1637
Lenovo,IdeaPad 310-15IKB,Ultrabook,15.6,Full HD 1920x1080,6GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256,0,0,0,Nvidia,GeForce 920M,,831
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,8GB,Linux,Intel,Core i7 7500U,2.7GHz,256,0,0,0,Nvidia,GeForce GT 940MX,,895.01
HP,Pavilion 15-BC000nv,Notebook,15.6,IPS Panel Full HD 1920x1080,6GB,Windows 10,Intel,Core i7 6700HQ,2.6GHz,0,1,0,0,Nvidia,GeForce GTX 960M,,799
Asus,Rog GL552VW-DM201T,Gaming,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 6700HQ,2.6GHz,256,1,0,0,Nvidia,GeForce GTX 960M,,909
Dell,Inspiron 5578,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,16GB,Windows 10,Intel,Core i7 7500U,2.7GHz,512,0,0,0,Intel,HD Graphics 620,,1179
Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,0,0,Nvidia,GeForce 940MX,,691
Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,8GB,Linux,Intel,Core i5 6300U,2.4GHz,256,0,0,0,Intel,HD Graphics 520,,1099
Acer,Predator G9-793,Gaming,17.3,IPS Panel Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256,1,0,0,Nvidia,GeForce GTX 1070,,2599
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7300HQ,2.5GHz,0,1,0,0,Nvidia,GeForce GTX 1050,,819
HP,250 G6,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,0,500,0,0,Intel,HD Graphics 620,,485
Apple,"MacBook 12""",Ultrabook,12,IPS Panel Retina Display 2304x1440,8GB,Mac OS X,Intel,Core M,1.1GHz,0,0,256,0,Intel,HD Graphics 5300,,1163
Dell,Inspiron 7378,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,0,0,Intel,HD Graphics 620,,1199
HP,Pavilion Power,Notebook,15.6,IPS Panel Full HD 1920x1080,12GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,128,1,0,0,Nvidia,GeForce GTX 1050,,1327
Lenovo,V110-15ISK (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,1366x768,4GB,No OS,Intel,Core i3 6006U,2GHz,0,1,0,0,AMD,Radeon R5 M430,,368
Asus,Rog G752VY-GC229T,Gaming,17.3,IPS Panel Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 6700HQ,2.6GHz,512,1,0,0,Nvidia,GeForce GTX 980M,,2150
MSI,GS73VR 7RF,Gaming,17.3,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256,1,0,0,Nvidia,GeForce GTX 1060,,2048.9
Dell,Inspiron 5567,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i3 6006U,2.0GHz,128,0,0,0,AMD,Radeon R7 M440,,499
Lenovo,IdeaPad 310-15ISK,Notebook,15.6,1366x768,8GB,No OS,Intel,Core i7 6500U,2.5GHz,0,500,0,0,Nvidia,GeForce 920MX,,629
Dell,Inspiron 5579,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,16GB,Windows 10,Intel,Core i7 8550U,1.8GHz,512,0,0,0,Intel,UHD Graphics 620,,1285
Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,16GB,Windows 10,Intel,Core i7 7500U,2.7GHz,512,0,0,0,Intel,HD Graphics 620,,2680
Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,Gaming,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 6700HQ,2.6GHz,0,1,0,0,Nvidia,GeForce GTX 1060,,1169
Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,0,0,AMD,Radeon R7 M445,,889
HP,15-bs025nv (i5-7200U/8GB/256GB/W10),Notebook,15.6,1366x768,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,0,0,Intel,HD Graphics 620,,579
Lenovo,IdeaPad 320-15AST,Notebook,15.6,1366x768,4GB,Windows 10,AMD,E-Series 9000,2.2GHz,0,500,0,0,AMD,Radeon R2 Graphics,,299
Acer,Aspire E5-774G,Notebook,17.3,1600x900,8GB,Windows 10,Intel,Core i3 6006U,2.0GHz,0,1,0,0,Nvidia,GeForce 940MX,,629
Asus,Rog Strix,Gaming,15.6,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256,1,0,0,Nvidia,GeForce GTX 1070,,2449
Apple,"MacBook 12""",Ultrabook,12,IPS Panel Retina Display 2304x1440,8GB,Mac OS X,Intel,Core M,1.2GHz,0,0,512,0,Intel,HD Graphics 515,,1279
Asus,FX502VM-AS73 (i7-7700HQ/16GB/1TB,Notebook,15.6,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,128,1,0,0,Nvidia,GeForce GTX 1060,,1749
MSI,GS73VR Stealth,Gaming,17.3,IPS Panel Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 6700HQ,2.6GHz,256,1,0,0,Nvidia,GeForce GTX 1060,,1948.99
Dell,Inspiron 7579,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,0,0,Intel,HD Graphics 620,,999
Asus,ROG Strix,Gaming,17.3,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256,1,0,0,Nvidia,GeForce GTX 1060,,1949
Acer,E5 774G,Notebook,17.3,1600x900,4GB,Windows 10,Intel,Core i3 6006U,2GHz,0,1,0,0,Nvidia,GeForce 940MX,,598
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,8GB,No OS,Intel,Core i5 7200U,2.5GHz,0,1,0,0,Intel,HD Graphics 620,,539
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 6700HQ,2.6GHz,128,1,0,0,Nvidia,GeForce GTX 960<U+039C>,,1272
Acer,SP714-51 (i7-7Y75/8GB/256GB/FHD/W10),2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core i7 7Y75,1.3GHz,256,0,0,0,Intel,HD Graphics 615,,1149
Lenovo,Thinkpad T560,Notebook,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 6600U,2.6GHz,256,0,0,0,Intel,HD Graphics 520,,1529
MSI,GP62MVR 6RF,Gaming,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 6700HQ,2.6GHz,128,1,0,0,Nvidia,GeForce GTX 1060,,1476.11
HP,15-bw009nv (A12-9720P/6GB/1TB/Radeon,Notebook,15.6,Full HD 1920x1080,6GB,Windows 10,AMD,A12-Series 9720P,2.7GHz,0,1,0,0,AMD,Radeon 530,,529
Dell,Latitude E7270,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,8GB,Windows 7,Intel,Core i5 6300U,2.4GHz,256,0,0,0,Intel,HD Graphics 520,,1713.37
Dell,Inspiron 5578,2 in 1 Convertible,15,Full HD / Touchscreen 1920x1080,4GB,Windows 10,Intel,Core i3 7100U,2.4GHz,0,500,0,0,Intel,HD Graphics 620,,509
Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256,0,0,0,Intel,HD Graphics 620,,1477
Dell,Vostro 3568,Notebook,15.6,1366x768,4GB,Linux,Intel,Core i5 7200U,2.5GHz,0,1,0,0,Intel,HD Graphics 520,,521.86
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,IPS Panel Full HD / Touchscreen 1920x1080,16GB,Windows 10,Intel,Core i7 6700HQ,2.6GHz,128,1,0,0,Nvidia,GeForce GTX 960M,,1029
MSI,GL62M 7RDX,Gaming,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,128,1,0,0,Nvidia,GeForce GTX 1050,,1149
Lenovo,ThinkPad Yoga,Netbook,12.5,IPS Panel Full HD / Touchscreen 1920x1080,16GB,Windows 10,Intel,Core i7 6500U,2.50GHz,512,0,0,0,Intel,HD Graphics 520,,1650
Razer,Blade Pro,Gaming,14,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,1,0,0,0,Nvidia,GeForce GTX 1060,,3499
Dell,Inspiron 3567,Notebook,15.6,Touchscreen 1366x768,8GB,Windows 10,Intel,Core i3 7100U,2.4GHz,0,1,0,0,Intel,HD Graphics 620,,469.01
MSI,GE72VR Apache,Gaming,17.3,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256,1,0,0,Nvidia,GeForce GTX 1060,,1598
HP,15-bs023nv (i3-6006U/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,4GB,Windows 10,Intel,Core i3 6006U,2GHz,0,1,0,0,Intel,HD Graphics 520,,478
HP,EliteBook 840,Ultrabook,14,2560x1440,8GB,Windows 7,Intel,Core i7 6500U,2.5GHz,256,0,0,0,Intel,HD Graphics 520,,2198.19
Dell,Vostro 3559,Notebook,15.6,1366x768,4GB,Windows 7,Intel,Core i5 6200U,2.3GHz,0,500,0,0,Intel,HD Graphics 520,,737
MSI,GL62 6QF,Gaming,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 6700HQ,2.6GHz,128,1,0,0,Nvidia,GeForce GTX 960M,,1169
Lenovo,ThinkPad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7500U,2.7GHz,512,0,0,0,Intel,HD Graphics 620,,1499
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,Full HD 1920x1080,6GB,Windows 10,AMD,A12-Series 9720P,3.6GHz,256,0,0,0,AMD,Radeon 530,,597.57
Asus,ZenBook UX310UA-WB71,Ultrabook,13.3,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 6500U,2.5GHz,256,0,0,0,Intel,HD Graphics 520,,1280
Acer,Aspire ES1-572,Notebook,15.6,1366x768,4GB,Linux,Intel,Core i3 6006U,2.0GHz,0,500,0,0,Intel,HD Graphics 520,,361.8
Dell,Inspiron 7779,2 in 1 Convertible,17.3,Full HD / Touchscreen 1920x1080,16GB,Windows 10,Intel,Core i7 7500U,2.7GHz,512,0,0,0,Nvidia,GeForce 940MX,,1799
HP,EliteBook 840,Notebook,14,Full HD 1920x1080,4GB,Windows 7,Intel,Core i5 6200U,2.3GHz,256,0,0,0,Intel,HD Graphics 520,,1099.99
Asus,Rog GL553VE-FY052T,Gaming,15.6,IPS Panel Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256,1,0,0,Nvidia,GTX 1050 Ti,,1600
Dell,Latitude 5480,Notebook,14,1366x768,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,0,500,0,0,Intel,HD Graphics 620,,875
Asus,Rog GL502VS,Gaming,15.6,IPS Panel Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 6700HQ,2.6GHz,256,1,0,0,Nvidia,GeForce GTX 1070,,2325
Lenovo,V510-15IKB (i5-7200U/8GB/256GB/FHD/No,Notebook,15.6,IPS Panel Full HD 1920x1080,8GB,No OS,Intel,Core i5 7200U,2.5GHz,256,0,0,0,Intel,HD Graphics 620,,573
Dell,XPS 13,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,8GB,Windows 10,Intel,Core i5 7Y54,1.2GHz,256,0,0,0,Intel,HD Graphics 615,,1813
HP,255 G6,Notebook,15.6,1366x768,4GB,Windows 10,AMD,A6-Series 9220,2.5GHz,0,500,0,0,AMD,Radeon R4 Graphics,,399
Lenovo,IdeaPad 310-15ISK,Notebook,15.6,Full HD 1920x1080,6GB,Windows 10,Intel,Core i3 6100U,2.3GHz,128,0,0,0,Nvidia,GeForce 920MX,,569
Lenovo,ThinkPad L460,Notebook,14,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 6200U,2.3GHz,256,0,0,0,Intel,HD Graphics 520,,1072
Asus,Rog G752VT-GC073T,Gaming,17.3,IPS Panel Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 6700HQ,2.6GHz,128,1,0,0,Nvidia,GeForce GTX 970M,,1900
Dell,Vostro 3568,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i3 6006U,2GHz,0,500,0,0,Intel,HD Graphics 520,,490
Lenovo,B51-80 (i7-6500U/8GB/1008GB/Radeon,Notebook,15.6,Full HD 1920x1080,8GB,Windows 7,Intel,Core i7 6500U,2.5GHz,0,0,0,10,AMD,Radeon R5 M330,,895
MSI,GE62 Apache,Gaming,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 6700HQ,2.6GHz,128,1,0,0,Nvidia,GeForce GTX 960M,,1229
Lenovo,Yoga 500-14IBD,2 in 1 Convertible,14,Full HD / Touchscreen 1920x1080,4GB,Windows 10,Intel,Core i5 6200U,2.3GHz,128,0,0,0,Intel,HD Graphics 520,,833.01
Asus,ZenBook UX305CA-UBM1,Ultrabook,13.3,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core M 6Y30,0.9GHz,512,0,0,0,Intel,HD Graphics 515,,729
Dell,Inspiron 3567,Notebook,15.6,1366x768,6GB,Windows 10,Intel,Core i3 7100U,2.4GHz,0,1,0,0,Intel,HD Graphics 620,,459
Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 6700HQ,2.6GHz,0,1,0,0,Nvidia,GeForce GTX 960M,,899
HP,Pavilion 15-AW003nv,Notebook,15.6,Full HD 1920x1080,6GB,Windows 10,AMD,A9-Series 9410,2.9GHz,0,0,0,10,AMD,Radeon R7 M440,,549.99
Dell,Inspiron 3567,Notebook,15.6,1366x768,8GB,Linux,Intel,Core i7 7500U,2.7GHz,0,1,0,0,AMD,Radeon R5 M430,,805.99
Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i7 6500U,2.5GHz,0,500,0,0,Nvidia,GeForce 920M,,720.32
Lenovo,Yoga 500-14ISK,2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,4GB,Windows 10,Intel,Core i7 6500U,2.5GHz,128,0,0,0,Intel,HD Graphics 520,,638
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,16GB,Windows 10,Intel,Core i7 6500U,2.5GHz,512,0,0,0,Intel,HD Graphics 520,,1499
HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Notebook,15.6,1366x768,6GB,Windows 10,Intel,Core i7 6500U,2.5GHz,0,1,0,0,AMD,Radeon R5 M330,,764
Asus,ZenBook UX305CA-UBM1,Ultrabook,13.3,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core M 6Y30,0.9GHz,512,0,0,0,Intel,HD Graphics 515,,729
Dell,Inspiron 3567,Notebook,15.6,1366x768,6GB,Windows 10,Intel,Core i3 7100U,2.4GHz,0,1,0,0,Intel,HD Graphics 620,,459
Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 6700HQ,2.6GHz,0,1,0,0,Nvidia,GeForce GTX 960M,,899
HP,Pavilion 15-AW003nv,Notebook,15.6,Full HD 1920x1080,6GB,Windows 10,AMD,A9-Series 9410,2.9GHz,0,0,0,10,AMD,Radeon R7 M440,,549.99
Dell,Inspiron 3567,Notebook,15.6,1366x768,8GB,Linux,Intel,Core i7 7500U,2.7GHz,0,1,0,0,AMD,Radeon R5 M430,,805.99
Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i7 6500U,2.5GHz,0,500,0,0,Nvidia,GeForce 920M,,720.32
Lenovo,Yoga 500-14ISK,2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,4GB,Windows 10,Intel,Core i7 6500U,2.5GHz,128,0,0,0,Intel,HD Graphics 520,,638
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,16GB,Windows 10,Intel,Core i7 6500U,2.5GHz,512,0,0,0,Intel,HD Graphics 520,,1499
HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Notebook,15.6,1366x768,6GB,Windows 10,Intel,Core i7 6500U,2.5GHz,0,1,0,0,AMD,Radeon R5 M330,,764
Asus,ZenBook UX305CA-UBM1,Ultrabook,13.3,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core M 6Y30,0.9GHz,512,0,0,0,Intel,HD Graphics 515,,729
Dell,Inspiron 3567,Notebook,15.6,1366x768,6GB,Windows 10,Intel,Core i3 7100U,2.4GHz,0,1,0,0,Intel,HD Graphics 620,,459
Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 6700HQ,2.6GHz,0,1,0,0,Nvidia,GeForce GTX 960M,,899
HP,Pavilion 15-AW003nv,Notebook,15.6,Full HD 1920x1080,6GB,Windows 10,AMD,A9-Series 9410,2.9GHz,0,0,0,10,AMD,Radeon R7 M440,,549.99
Dell,Inspiron 3567,Notebook,15.6,1366x768,8GB,Linux,Intel,Core i7 7500U,2.7GHz,0,1,0,0,AMD,Radeon R5 M430,,805.99
Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i7 6500U,2.5GHz,0,500,0,0,Nvidia,GeForce 920M,,720.32
Lenovo,Yoga 500-14ISK,2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,4GB,Windows 10,Intel,Core i7 6500U,2.5GHz,128,0,0,0,Intel,HD Graphics 520,,638
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,16GB,Windows 10,Intel,Core i7 6500U,2.5GHz,512,0,0,0,Intel,HD Graphics 520,,1499
HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Notebook,15.6,1366x768,6GB,Windows 10,Intel,Core i7 6500U,2.5GHz,0,1,0,0,AMD,Radeon R5 M330,,764
